"Fiscal Year","Budget Type","Dept ID","Department","APU","IPU","Appropriation","Fund","Amount"
"2017","POS","100240","Executive","Office of Management and Budget","Mail/Courier Services","Positions","GF","8.0"
"2017","POS","100242","Executive","Office of Management and Budget","Fleet Management","Positions","ASF","28.0"
"2017","POS","100244","Executive","Office of Management and Budget","Contracting","Positions","GF","23.0"
"2017","POS","100244","Executive","Office of Management and Budget","Contracting","Positions","ASF","3.0"
"2017","POS","100245","Executive","Office of Management and Budget","Delaware Surplus Services","Positions","ASF","4.0"
"2017","POS","100246","Executive","Office of Management and Budget","Food Distribution","Positions","GF","4.0"
"2017","POS","100246","Executive","Office of Management and Budget","Food Distribution","Positions","ASF","3.3"
"2017","POS","100246","Executive","Office of Management and Budget","Food Distribution","Positions","NSF","2.7"
"2017","POS","100247","Executive","Office of Management and Budget","PHRST","Positions","GF","28.0"
"2017","POS","100247","Executive","Office of Management and Budget","PHRST","Positions","ASF","5.5"
"2017","POS","100247","Executive","Office of Management and Budget","PHRST","Positions","NSF","5.5"
"2017","POS","100250","Executive","Office of Management and Budget","Facilities Management","Positions","GF","87.0"
"2017","POS","100250","Executive","Office of Management and Budget","Facilities Management","Positions","ASF","3.0"
"2017","POS","100301","Executive","DE Economic Development Office","Office of the Director","Positions","GF","9.0"
"2017","POS","100302","Executive","DE Economic Development Office","Delaware Tourism Office","Positions","ASF","9.0"
"2017","POS","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","Positions","GF","19.0"
"2017","POS","100303","Executive","DE Economic Development Office","DE Economic Dev Authority","Positions","ASF","5.0"
"2017","POS","100701","Executive","Criminal Justice","Criminal Justice Council","Positions","GF","12.0"
"2017","POS","100701","Executive","Criminal Justice","Criminal Justice Council","Positions","NSF","9.0"
"2017","POS","100702","Executive","Criminal Justice","Delaware Justice Information System","Positions","GF","12.0"
"2017","POS","100703","Executive","Criminal Justice","Statistical Analysis Center","Positions","GF","5.3"
"2017","POS","100703","Executive","Criminal Justice","Statistical Analysis Center","Positions","NSF","1.7"
"2017","POS","100801","Executive","DE State Housing Authority","DE State Housing Authority","Positions","ASF","9.5"
"2017","POS","100801","Executive","DE State Housing Authority","DE State Housing Authority","Positions","NSF","4.5"
"2017","POS","110101","Technology and Information","Office of the Chief Information Officer","Chief Information Officer","Positions","GF","5.0"
"2017","POS","110201","Technology and Information","Security Office","Chief Security Officer","Positions","GF","3.0"
"2017","POS","110201","Technology and Information","Security Office","Chief Security Officer","Positions","ASF","2.0"
"2017","POS","110301","Technology and Information","Operations Office","Chief Operating Officer","Positions","GF","4.0"
"2017","POS","110301","Technology and Information","Operations Office","Chief Operating Officer","Positions","ASF","12.0"
"2017","POS","110302","Technology and Information","Operations Office","Administration","Positions","GF","6.0"
"2017","POS","110302","Technology and Information","Operations Office","Administration","Positions","ASF","3.0"
"2017","POS","110304","Technology and Information","Operations Office","Data Center and Operations","Positions","GF","71.5"
"2017","POS","110304","Technology and Information","Operations Office","Data Center and Operations","Positions","ASF","8.5"
"2017","POS","110305","Technology and Information","Operations Office","Telecommunications","Positions","GF","28.0"
"2017","POS","110305","Technology and Information","Operations Office","Telecommunications","Positions","ASF","4.0"
"2017","POS","110306","Technology and Information","Operations Office","Systems Engineering","Positions","GF","16.0"
"2017","POS","110306","Technology and Information","Operations Office","Systems Engineering","Positions","ASF","7.0"
"2017","POS","110401","Technology and Information","Technology Office","Innovation and Architecture","Positions","GF","8.0"
"2017","POS","110401","Technology and Information","Technology Office","Innovation and Architecture","Positions","ASF","2.0"
"2017","POS","110402","Technology and Information","Technology Office","Senior Project Management Team","Positions","GF","18.0"
"2017","POS","110402","Technology and Information","Technology Office","Senior Project Management Team","Positions","ASF","3.0"
"2017","POS","110404","Technology and Information","Technology Office","Application Delivery and Support","Positions","GF","31.0"
"2017","POS","110404","Technology and Information","Technology Office","Application Delivery and Support","Positions","ASF","22.0"
"2017","POS","110406","Technology and Information","Technology Office","Enterprise Solutions","Positions","GF","24.0"
"2017","POS","110406","Technology and Information","Technology Office","Enterprise Solutions","Positions","ASF","4.0"
"2017","POS","110407","Technology and Information","Technology Office","Customer Engagement Team","Positions","GF","15.0"
"2017","POS","120101","Other Elective Offices","Lieutenant Governor","Lieutenant Governor","Positions","GF","6.0"
"2017","POS","120201","Other Elective Offices","Auditor of Accounts","Auditor of Accounts","Positions","GF","20.0"
"2017","POS","120201","Other Elective Offices","Auditor of Accounts","Auditor of Accounts","Positions","ASF","7.0"
"2017","POS","120301","Other Elective Offices","Insurance Commissioner","Regulatory Activities","Positions","ASF","9.0"
"2017","POS","120302","Other Elective Offices","Insurance Commissioner","Exam, Rehab & Guaranty","Positions","ASF","80.0"
"2017","POS","120302","Other Elective Offices","Insurance Commissioner","Exam, Rehab & Guaranty","Positions","NSF","2.0"
"2017","POS","120501","Other Elective Offices","State Treasurer","Administration","Positions","GF","11.0"
"2017","POS","120501","Other Elective Offices","State Treasurer","Administration","Positions","ASF","10.0"
"2017","POS","120501","Other Elective Offices","State Treasurer","Administration","Positions","NSF","2.0"
"2017","POS","150101","Legal","Department of Justice","Department of Justice","Positions","GF","313.8"
"2017","POS","150101","Legal","Department of Justice","Department of Justice","Positions","ASF","70.2"
"2017","POS","150101","Legal","Department of Justice","Department of Justice","Positions","NSF","44.0"
"2017","POS","150201","Legal","Office of Defense Services","Central Administration","Positions","GF","26.0"
"2017","POS","150202","Legal","Office of Defense Services","Public Defender","Positions","GF","116.0"
"2017","POS","150203","Legal","Office of Defense Services","Office of Conflicts Counsel","Positions","GF","5.0"
"2017","POS","200101","State","Office of the Secretary","Administration","Positions","GF","10.0"
"2017","POS","200101","State","Office of the Secretary","Administration","Positions","ASF","10.0"
"2017","POS","200102","State","Office of the Secretary","Delaware Commission of Veterans Affairs","Positions","GF","22.0"
"2017","POS","200106","State","Office of the Secretary","Government Information Center","Positions","GF","1.5"
"2017","POS","200106","State","Office of the Secretary","Government Information Center","Positions","ASF","3.5"
